GEO,UNIT,MOT_NRG,ENGINE\TIME	1970	1975	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020
Luxembourg,Number,Petroleum products,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	5,649	5,652	4,615	4,069	4,340	4,177	5,140	6,729	:	:	:	:	:	:	:	:	:	:	:
Hungary,Number,Petroleum products,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	86,154	84,680	92,881	109,379	129,459	119,659	:	82,777	66,251	73,306	:	:	:	:	18,526	22,476	25,484	33,784	41,884	54,749	75,983	56,530
Malta,Number,Petroleum products,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	7,655	413	861	3,841	:	:	7,102	6,861	6,471	6,463	8,694	7,246	7,674	6,499	6,682	8,525	3,811	3,899	4,160	4,268	4,055	2,496
Netherlands,Number,Petroleum products,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Number,Petroleum products,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	65,950	65,517	59,831	50,607	52,760	57,475	:	77,393	78,408	90,461	123,289	117,892	122,683	112,335	107,546	102,932	100,148	105,762	130,826	139,223	129,350	89,253
Poland,Number,Petroleum products,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	158,431	277,674	254,789	231,080	249,719	243,012	161,595	171,514	184,589	184,362	210,798	232,894	262,754	324,144	339,325	352,726	352,418	288,646
Portugal,Number,Petroleum products,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	71,570	81,491	101,861	:
Romania,Number,Petroleum products,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	104,844	64,003	19,981	19,589	23,653	27,967	33,237	37,443	55,856	86,576	55,538
Slovenia,Number,Petroleum products,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	33,836	33,298	41,562	30,527	27,645	23,601	24,551	:	23,049	23,508	24,852	27,140	24,017	25,642	23,068	17,827	18,322	19,888	24,807	26,842	31,419	38,334	36,943	24,161
Slovakia,Number,Petroleum products,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Number,Petroleum products,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	19,091	20,244	25,306	28,460	28,319	21,409	23,662	28,943	24,457	:	23,941	20,079	22,357	19,413	28,981	35,061	33,915	33,551	37,603	44,369	51,989	50,736	48,498	43,853	34,077
Sweden,Number,Petroleum products,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	36,275	41,903	41,973	34,673	42,275	58,172	57,318	53,541	60,294	73,278	88,028	106,834	104,311	98,563	89,257	68,773
Iceland,Number,Petroleum products,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	3,657	3,228	1,524	1,334	2,008	2,341	3,096	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Liechtenstein,Number,Petroleum products,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	280	220	:	250	250	338	335	369	503	496	489	451	481	405	468	358	318	224
Norway,Number,Petroleum products,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	33,050	30,494	23,752	14,376	9,090
Switzerland,Number,Petroleum products,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	47,420	46,836	50,300	54,700	67,200	74,200	90,000	102,500	98,600	97,300	95,100	99,300	97,900	98,800	90,300	81,800	58,300
United Kingdom,Number,Petroleum products,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	749,962	769,037	771,204	:	815,132	877,799	859,205	842,531	767,452	:	635,890	:	584,427	689,411	644,559	573,888	:	:	:	943,139	952,844	925,086	912,759	:	:
Montenegro,Number,Petroleum products,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	761	911	1,176	1,486	:
North Macedonia,Number,Petroleum products,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	4,485	:	:	:	:	:	:	:
Albania,Number,Petroleum products,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Turkey,Number,Petroleum products,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	115,992	115,568	147,209	121,981	169,107	173,641	154,616	45,241	35,408	195,212
Bosnia and Herzegovina,Number,Petroleum products,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	9,368	9,363	7,055	3,506
Kosovo (under United Nations Security Council Resolution 1244/99),Number,Petroleum products,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	1,150	1,163	0	:
Belgium,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	46,232	39,630	35,002	31,761	28,792	27,429	29,539	:	37,490	44,145	43,260	43,675	62,467	74,288	102,242	122,145	94,222
Bulgaria,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Czechia,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Denmark,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	888,812	937,362	912,717	718,587	740,276	824,389	577,684	548,403	496,124	440,550	417,978	451,323	503,437	606,110	778,278	895,460	548,883
Estonia,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	5,586	6,676	7,539	7,622	7,708	:	11,889	14,855	12,167	3,928	4,271	6,610	7,403	7,403	6,699	6,672	7,766	8,686	9,227	9,752	6,311
Ireland,Number,Petroleum products,From 1 400 to 1 999 cm³	9,843	8,754	:	19,583	:	:	:	:	:	:	:	:	:	32,173	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	36,320	6,555	3,455	2,950	1,784	1,671	1,311	2,397	3,182	3,910	5,858	7,173	14,867
Greece,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	78,605	96,610	95,333	99,711	111,369	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	225,515	216,365	157,401	103,397	81,754	81,587	63,583	:	60,522	71,640	93,024	144,443	227,454	291,598	196,488
France,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	394,719	458,199	389,484	368,617	304,563	245,232	219,211	:	179,901	165,447	96,194	79,934	84,110	96,052	88,724	105,160	94,360	101,242	127,754	169,150	211,405	251,868	222,030
Croatia,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	17,681	19,090	11,305	8,916	8,066	5,506	4,517	3,653	3,896	4,997	4,485	8,279	9,952	6,035
Italy,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	737,427	698,681	668,257	582,586	622,433	635,504	619,380	518,819	479,257	481,017	304,723	249,393	239,739	297,877	374,365	401,351	396,996	465,471	330,341
Cyprus,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	18,964	18,333	26,282	26,493	18,418	15,515	13,113	8,380	2,863	2,073	2,088	2,465	3,085	3,611	3,507	3,258
Latvia,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	2,469	3,021	3,572	3,978	4,678	6,039	4,647
Lithuania,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	65,111	69,421	87,085	80,547	79,433	65,651	38,465	30,484	18,620	24,700	24,804	17,208	14,729	16,297	21,065	23,900	23,766	:
Luxembourg,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	7,754	6,414	6,097	5,334	4,583	4,875	4,649	4,089	:	:	:	:	:	:	:	:	:	:	:
Hungary,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	33,855	36,810	32,689	33,664	37,351	34,288	:	29,340	28,306	35,146	:	:	:	:	11,417	14,469	18,613	26,323	33,700	44,363	43,080	31,666
Malta,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	1,606	2,741	3,875	906	:	:	1,085	1,312	1,340	1,381	3,334	2,119	1,851	993	947	838	584	739	938	1,174	1,238	775
Netherlands,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	55,725	42,332	31,200	26,567	24,810	25,575	:	30,678	34,895	34,885	43,264	38,111	33,260	28,373	26,627	23,180	22,704	26,012	35,331	46,727	52,932	37,096
Poland,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	56,958	284,208	301,636	280,835	290,728	281,890	172,051	164,320	187,993	195,060	214,882	238,567	270,926	342,517	333,625	372,126	378,122	301,300
Portugal,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	8,108	14,043	18,370	:
Romania,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	89,727	43,212	11,827	5,927	5,607	7,109	11,252	13,020	17,916	25,124	20,442
Slovenia,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	24,406	26,741	25,841	18,246	14,449	10,676	9,956	:	10,355	10,957	12,962	15,557	12,751	12,197	10,749	6,906	5,508	3,929	4,123	4,376	6,535	9,623	10,744	7,222
Slovakia,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	58,399	61,993	73,402	78,176	69,298	58,196	64,784	83,944	81,107	:	78,151	59,322	43,845	27,408	34,511	36,198	32,238	30,057	26,065	24,335	25,596	28,643	38,420	40,648	37,174
Sweden,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	149,629	141,590	122,874	107,871	39,698	44,164	42,646	32,519	39,984	45,273	48,770	59,206	73,570	99,486	109,436	107,198
Iceland,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	8,836	7,451	4,211	4,269	5,704	6,588	9,262	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Liechtenstein,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	550	520	:	530	530	582	485	441	489	424	391	357	399	371	367	543	623	438
Norway,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	40,875	49,006	43,406	30,325	26,044
Switzerland,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	99,687	92,457	90,100	91,300	88,800	83,200	87,400	87,400	81,900	75,800	73,300	68,600	69,500	73,400	87,100	108,000	81,300
United Kingdom,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	768,288	868,072	959,850	:	996,043	1,018,778	974,041	876,122	795,715	:	657,370	:	520,533	392,333	366,973	314,758	:	:	:	334,198	362,612	434,992	583,576	:	:
Montenegro,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	208	354	408	459	:
North Macedonia,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	3,563	:	:	:	:	:	:	:
Albania,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Turkey,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	101,760	94,523	107,954	87,070	100,300	96,685	103,401	132,711	115,114	121,963
Bosnia and Herzegovina,Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	5,353	5,663	4,158	1,543
Kosovo (under United Nations Security Council Resolution 1244/99),Number,Petroleum products,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	1,438	756	0	:
Belgium,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	8,399	7,253	7,376	7,011	5,470	4,433	4,620	:	2,411	2,996	3,843	5,359	8,840	9,412	9,576	10,467	12,450
Bulgaria,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Czechia,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Denmark,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	233,105	218,761	200,626	157,297	144,065	109,554	99,498	85,264	67,823	60,501	61,363	71,153	87,679	115,025	124,109	111,054	78,634
Estonia,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	858	1,118	1,467	1,619	1,671	:	2,208	2,486	1,933	943	663	952	819	677	734	760	1,138	1,270	1,388	1,926	1,366
Ireland,Number,Petroleum products,2 000 cm³ or over	2,355	1,979	:	5,097	:	:	:	:	:	:	:	:	:	1,590	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	1,525	150	122	57	35	24	41	105	190	154	176	129	3,029
Greece,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	2,574	3,108	2,882	3,823	5,613	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	41,545	38,567	23,281	14,166	12,017	8,379	6,390	:	7,667	10,220	17,319	22,001	24,318	28,612	25,855
France,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	35,701	36,569	34,148	44,231	35,429	29,176	26,287	:	24,022	22,575	12,856	11,855	10,738	9,576	8,815	7,570	8,033	10,939	21,375	22,714	25,509	30,833	27,673
Croatia,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	1,835	2,209	1,709	785	794	600	655	621	541	585	406	630	654	657
Italy,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	34,114	37,009	36,643	33,765	37,335	27,322	20,736	15,081	13,297	9,038	4,473	3,899	4,736	6,761	13,460	16,227	19,559	22,997	19,252
Cyprus,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	1,268	1,025	2,735	2,874	1,542	894	520	1,542	70	133	184	291	310	352	497	643
Latvia,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	503	467	665	773	933	1,246	1,002
Lithuania,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	16,734	22,292	30,157	24,349	23,493	24,302	12,372	10,441	8,072	10,305	12,498	9,156	8,267	8,241	10,539	11,688	11,784	:
Luxembourg,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	3,120	2,810	2,521	2,491	2,514	2,348	2,067	1,798	:	:	:	:	:	:	:	:	:	:	:
Hungary,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	1,382	1,385	1,993	1,844	2,034	1,856	:	1,233	1,009	1,931	:	:	:	:	515	676	776	1,646	2,874	3,606	4,843	4,981
Malta,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	108	99	129	106	:	:	89	136	86	145	326	290	266	179	171	251	23	41	35	35	34	71
Netherlands,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	12,276	10,284	9,802	7,731	8,016	7,972	:	8,211	7,121	6,270	4,294	3,737	3,084	2,617	2,516	2,558	2,804	4,374	5,705	6,553	6,772	6,802
Poland,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	4,879	:	35,358	34,410	40,259	53,528	24,369	19,091	20,180	19,773	24,061	30,878	37,861	52,308	46,777	53,375	54,310	47,817
Portugal,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	1,394	2,163	2,833	:
Romania,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	2,273	1,132	310	291	317	433	928	1,090	1,699	2,864	3,264
Slovenia,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	1,179	1,146	1,573	982	1,146	678	564	:	612	613	770	846	674	334	225	112	112	99	108	211	275	283	250	146
Slovakia,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	5,388	6,988	7,317	7,657	10,656	11,807	10,391	12,115	14,914	:	14,028	10,398	4,127	1,770	1,362	902	655	586	514	765	1,457	2,056	2,579	3,640	4,514
Sweden,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	80,434	57,881	47,733	24,958	9,037	9,611	9,389	7,802	7,789	7,468	8,585	11,863	13,167	17,311	22,587	18,294
Iceland,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	1,755	1,517	894	854	1,735	3,241	5,791	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Liechtenstein,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	390	460	:	420	410	352	261	260	235	206	161	171	192	169	281	251	245	260
Norway,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	8,985	10,574	11,165	15,263	16,004
Switzerland,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	50,669	45,827	45,500	39,100	33,100	24,700	23,200	21,700	20,000	18,100	18,600	17,600	21,200	23,000	26,000	25,100	21,100
United Kingdom,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	140,286	177,756	187,609	:	190,242	225,998	209,246	195,493	185,392	:	144,820	:	78,098	56,145	49,351	35,859	:	:	:	57,496	74,894	86,624	92,076	:	:
Montenegro,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	30	48	41	81	:
North Macedonia,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	820	:	:	:	:	:	:	:
Albania,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Turkey,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	972	1,519	1,343	1,117	1,355	1,127	1,308	1,179	1,489	1,848
Bosnia and Herzegovina,Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	800	805	758	338
Kosovo (under United Nations Security Council Resolution 1244/99),Number,Petroleum products,2 000 cm³ or over	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	340	207	0	:
Belgium,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	159,880	150,874	176,045	175,967	188,645	:	243,185	273,898	298,854	313,647	304,496	316,420	342,760	352,380	396,234	408,255	426,992	361,638	419,406	435,527	339,217	319,863	303,953	305,838	285,653	259,790	202,272	179,716	151,970
Bulgaria,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
